1.500000,98999999999999993426744560981400092672.000000
1.635000,759.878400
1.770000,905.797100
1.905000,1033.058000
2.040000,1168.224000
2.175000,1282.051000
2.310000,1412.429000
2.445000,1524.390000
2.580000,1644.737000
2.715000,1754.386000
2.850000,1872.659000
2.985000,1976.285000
3.120000,2092.050000
3.255000,2192.982000
3.390000,2293.578000
3.525000,2403.846000
3.660000,2506.266000
3.795000,2604.167000
3.930000,2710.027000
4.065000,2808.989000
4.200000,2906.977000
4.335000,3003.003000
4.470000,3095.975000
4.605000,3194.888000
4.740000,3289.474000
4.875000,3378.378000
5.010000,3484.321000
5.145000,3571.428000
5.280000,3663.003000
5.415000,3759.399000
5.550000,3846.154000
5.685000,3937.008000
5.820000,4032.258000
5.955000,4115.226000
6.090000,4219.409000
6.225000,4291.846000
6.360000,4405.287000
6.495000,4464.286000
6.630000,4566.210000
6.765000,4640.371000
6.900000,4739.336000
7.035000,4830.918000
7.170000,4926.108000
7.305000,5000.000000
7.440000,5076.142000
7.575000,5181.347000
7.710000,5263.158000
7.845000,5347.594000
7.980000,5376.344000
8.115000,5464.481000
8.250000,5567.929000
8.385000,5643.341000
8.520000,5720.824000
8.655000,5800.464000
8.790000,5882.353000
8.925000,5966.587000
9.060000,6053.269000
9.195000,6142.506000
9.330000,6203.474000
9.465000,6297.229000
9.600000,6393.862000
9.735000,6459.948000
9.870000,6527.415000
10.005000,6631.300000
10.140000,6702.413000
10.275000,6775.067000
10.410000,6849.315000
10.545000,6925.208000
10.680000,7002.801000
10.815000,7082.153000
10.950000,7163.324000
11.085000,7246.376000
11.220000,7331.378000
11.355000,7396.450000
11.490000,7485.030000
11.625000,7552.870000
11.760000,7621.952000
11.895000,7692.308000
12.030000,7788.162000
12.165000,7861.636000
12.300000,7936.508000
12.435000,8012.820000
12.570000,8064.516000
12.705000,8143.322000
12.840000,8223.685000
12.975000,8305.647000
13.110000,8361.204000
13.245000,8445.946000
13.380000,8503.401000
13.515000,8591.065000
13.650000,8650.519000
13.785000,8710.802000
13.920000,8802.817000
14.055000,8865.248000
14.190000,8928.571000
14.325000,9025.271000
14.460000,9090.909000
14.595000,9124.088000
14.730000,9157.509000
14.865000,9157.509000
