1.492290,98999999999999993426744560981400092672.000000
1.622006,688.705300
1.762466,816.993500
1.893336,931.098700
2.034165,1050.420000
2.158752,1152.074000
2.300769,1275.510000
2.431117,1377.411000
2.571563,1483.679000
2.701848,1587.302000
2.843680,1694.915000
2.974633,1792.115000
3.113549,1893.939000
3.245945,1992.032000
3.375454,2083.333000
3.516074,2183.406000
3.656346,2283.105000
3.786795,2380.952000
3.927809,2463.054000
4.058828,2557.545000
4.198177,2652.520000
4.330089,2739.726000
4.464305,2832.861000
4.595864,2923.977000
4.735323,3012.048000
4.866153,3095.975000
5.007525,3194.888000
5.137862,3278.688000
5.269121,3355.705000
5.409234,3448.276000
5.550692,3533.569000
5.684251,3623.188000
5.825554,3717.472000
5.954512,3787.879000
6.096608,3875.969000
6.226886,3968.254000
6.367900,4048.583000
6.498329,4132.231000
6.639132,4219.409000
6.764000,4291.846000
6.905775,4366.813000
7.034464,4444.444000
7.175604,4524.887000
7.306686,4608.295000
7.447133,4716.981000
7.579232,4784.689000
7.718184,4854.369000
7.850035,4926.108000
7.955387,5000.000000
8.085866,5076.142000
8.226188,5154.639000
8.357092,5235.602000
8.497962,5319.149000
8.629447,5405.405000
8.758844,5494.505000
8.900541,5543.237000
9.024573,5617.978000
9.165910,5707.763000
9.305820,5787.037000
9.436578,5854.801000
9.577668,5924.170000
9.708337,6009.615000
9.840204,6082.725000
9.979263,6157.635000
10.120489,6234.414000
10.253847,6313.131000
10.394590,6377.551000
10.523963,6459.948000
10.666545,6544.502000
10.796735,6613.756000
10.937728,6684.492000
11.067400,6756.756000
11.208933,6830.602000
11.333224,6906.078000
11.474082,6983.240000
11.604170,7062.147000
11.745737,7132.667000
11.876378,7183.908000
12.018122,7267.442000
12.147621,7331.378000
12.288496,7418.398000
12.419343,7485.030000
12.559330,7552.870000
12.690264,7621.952000
12.830440,7692.308000
12.961494,7763.975000
13.101826,7824.726000
13.233271,7886.435000
13.372929,7961.784000
13.504463,8038.585000
13.638978,8090.615000
13.770116,8169.935000
13.910776,8250.825000
14.042114,8305.647000
14.181922,8389.262000
14.312853,8445.946000
14.452743,8503.401000
14.583954,8532.424000
14.727742,8532.424000
14.859784,8532.424000
