13975.000000,14409.220000
13976.000000,14005.600000
13977.000000,16233.770000
13978.000000,14005.600000
13979.000000,14005.600000
13980.000000,14005.600000
13981.000000,15151.510000
13982.000000,14367.820000
13983.000000,14880.950000
13984.000000,16393.440000
13985.000000,14005.600000
13986.000000,14005.600000
13987.000000,14409.220000
13988.000000,16077.170000
13989.000000,16129.030000
13990.000000,14005.600000
13991.000000,14005.600000
13992.000000,14005.600000
13993.000000,16722.410000
13994.000000,14005.600000
13995.000000,14005.600000
13996.000000,16129.030000
13997.000000,16447.370000
13998.000000,14005.600000
13999.000000,14705.880000
14000.000000,15151.510000
14001.000000,14005.600000
14002.000000,16077.170000
14003.000000,14005.600000
14004.000000,16025.640000
14005.000000,14005.600000
14006.000000,14450.870000
14007.000000,14409.220000
14008.000000,14005.600000
14009.000000,14577.260000
14010.000000,14492.750000
14011.000000,14005.600000
14012.000000,14204.550000
14013.000000,14005.600000
14014.000000,14005.600000
14015.000000,14285.710000
14016.000000,14005.600000
14017.000000,14705.880000
14018.000000,14005.600000
14019.000000,14005.600000
14020.000000,14005.600000
14021.000000,14005.600000
14022.000000,14005.600000
14023.000000,14005.600000
14024.000000,14005.600000
